Name,Location Note,Email,Phone,City,ST,Acids,Asphalt,Chemicals (Dry),Chemicals (Liq),Foods (Dry),Foods (Liq),Frac Sand,Lumber,Minerals,Petroleum Products,Plastics (Dry),Steel,Air Compressor,Auger,Blending Meters,Blower,Bulk Conveyor,Gravity (Trestle),Hot Water Heating,Liquid Pumps,Liquid Storage Tanks,Portable Vacuum,Sampling Services,Scale,Steam Heating,Tank Trailer Cleaning,Railcar Storage,Website,Website Flag,Tier,Source,Maps Status,Confidence
Affton Terminal Services,,info@afftontrucking.com,(314) 388-9700,ST LOUIS,MO,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,unknown,http://www.afftontrucking.com/,,verified,swl-internal,OPERATIONAL,medium
Aggregate Transload,,,,NEWTOWN,PA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.newhoperailroad.com/,,listed,rebulk-directory (New Hope & Ivyland Railroad CSX),,
Agretech Rail Terminal,,,,WORCESTER,MA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://agretechcorp.com/logistics/rail-operations/,,listed,rebulk-directory (Providence and Worcester Railroad (PW)),,
Agri-Move Systems Inc / C.B. Constantini Ltd,,,,LETHBRIDGE,AB,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,,,listed,bulktransporter,,
Agridyne LLC,,social@mix30.com,,PEKIN,IL,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,unknown,https://www.mix30.com/,,verified,swl-internal,NOT_FOUND,none
Agridyne LLC,,social@mix30.com,,HOLCOMB,KS,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,unknown,https://www.mix30.com/,,verified,swl-internal,NOT_FOUND,low
Agridyne LLC,,social@mix30.com,(402) 874-9553,NEBRASKA CITY,NE,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,unknown,http://www.mix30.com/,,verified,swl-internal,OPERATIONAL,high
Agridyne LLC,,social@mix30.com,,HEREFORD,TX,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,unknown,https://www.mix30.com/,,verified,swl-internal,NOT_FOUND,low
AGRIServices of Brunswick,River Terminal,,,BRUNSWICK,MO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://agriservices.com/,,listed,rebulk-directory (NS),,
Agro Merchants Group,,,,DORAVILLE,GA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/,,listed,rebulk-directory (NS),,
Agro Merchants Group,,,,ROCKMART,GA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/,,listed,rebulk-directory (NS),,
Aip Logistics,,cring@aiplogistics.com,(419) 738-9211,WAPAKONETA,OH,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,unknown,https://www.aiplogistics.com/,,verified,swl-internal,OPERATIONAL,high
"Alabama & Tennessee River Railway, LLC (OmniTRAX)",Transload,,,GADSDEN,AL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://omnitrax.com/alabama-tennessee-2/,,listed,rebulk-directory (ATN CSX NS),,
Alabama Interforest Products,,,,EUFAULA,AL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.panel.com/locations/,,listed,rebulk-directory (G&W GSWR),,
Alaska Marine Lines Whittier Rail Barge Terminal,,,,WHITTIER,AK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.lynden.com/aml/solutions/central-alaska/,,listed,rebulk-directory (ARR),,
Alaska Railroad Seward Freight Dock,,,,SEWARD,AK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.seward.com/maritime/dock-facilities/seward-cruise-ship-terminal/,,listed,rebulk-directory (ARR),,
Alaska West Express Fairbanks Rail Transfer Facility,,,,FAIRBANKS,AK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.lynden.com/awe/alaska/,,listed,rebulk-directory (ARR),,
Albany & Eastern Railroad,Venell Line East Valley Facility,,,CORVALLIS,OR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://albanyeastern.com/reload-transload/,,listed,rebulk-directory (Albany & Eastern Railroad (AERC)),,
Albany & Eastern Railroad,,,,LEBANON,OR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://albanyeastern.com/,,listed,rebulk-directory (BNSF),,
Albatross Ventures Avonmore Sand Transload,,,,AVONMORE,PA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.albatrossventures.net/,,listed,rebulk-directory (NS),,
ALE Transload,Alabama Export Railroad / Mississippi Export Railroad,,,MOBILE,AL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://mserr.com/alerr/,,listed,rebulk-directory (Alabama & Gu Alabama Expo CG Railway CN + 4),,
Alexandria NS TBT,,,,CAMERON,VA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.nscorp.com,,listed,rebulk-directory (NS),,
Alfagreen Supreme Transload,,,,MT HOLLY SPRINGS,PA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.alfagreensupreme.com,,listed,rebulk-directory (NS),,
"All South Warehouse D/C, Inc.",,,,FOREST PARK,GA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.allsouthwarehouse.com,,listed,rebulk-directory (NS),,
Allegheny Petroleum Products,,,,AMBRIDGE,PA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.oils.com,,listed,rebulk-directory (NS),,
Allegheny River terminals,,,,NEW KENSINGTON,PA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.alleghenyriverterminals.com/,,listed,rebulk-directory (AVR NS),,
Allens Transport Ltd,,dave@allenstransport.ca,+1 780-986-9222,LEDUC,AB,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,unknown,https://allenstransport.ca/,,verified,swl-internal,OPERATIONAL,high
Alliance Energy Services Berlin Terminal,,,,BERLIN,VT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.alliancec3.com/,,listed,rebulk-directory (NECR),,
Alliance Energy Services Westfield Propane Terminal,,,,WESTFIELD,MA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.alliancec3.com/alliance-terminals/westfield-ma,,listed,rebulk-directory (Pioneer Valley Railroad (PVRR)),,
Allied Frozen Storage Inc.,,,,MT. MORRIS,NY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.onelineage.com/,,listed,rebulk-directory (G&W RSR),,
Alltrans Terminal Companies LLC,,tyler@alltranstc.com,(713) 676-1559,GALENA PARK,TX,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,http://www.alltranstc.com/,,verified,swl-internal,OPERATIONAL,high
Alpha Chemical Ltd,,orders@alphachemical.ca,,BEDFORD QUARRY,NS,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,unknown,https://www.alphachemical.ca/services,dead_domain,review,swl-internal,NOT_FOUND,low
Alpha Technical Services,,pasadena.204@quala.us.com,(832) 328-4176,PASADENA,TX,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,http://alpha-tech-service.com/,,verified,swl-internal,OPERATIONAL,high
"Alpine Food Distributing, Inc.",,,,MILWAUKIE,OR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.alpinefoods.com/,,listed,rebulk-directory (G&W PNWR),,
Alter River Terminal,,,,DAVENPORT,IA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.alterlogistics.com/development-network/,,listed,rebulk-directory (CPKC UP),,
Alter River Terminal St Paul,,tom.streight@alterlogistics.com,(651) 222-2754,SAINT PAUL,MN,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,http://alterlogistics.com/,,verified,swl-internal,OPERATIONAL,high
Amarillo Warehouse Inc.,,,,AMARILLO,TX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.amarillowarehouse.com/,,listed,rebulk-directory (BNSF),,
Ambassador Services Cocoa Reload Yard,,,,COCOA,FL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,,,listed,rebulk-directory (Florida East Coast Railway (FEC)),,
Amber Chemical Inc.,,,,BAKERSFIELD,CA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.amberchem.com/,,listed,rebulk-directory (G&W SJVR),,
Ambridge Regional Distribution,,info@ambridgeregional.com,(724) 266-4661,AMBRIDGE,PA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,https://ambridgeregional.com/,,verified,swl-internal,OPERATIONAL,high
American Milling,,,,PEKIN,IL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,,,listed,rebulk-directory (G&W IMRR),,
American Petrolog LLC,,,,VENUS,TX,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,unknown,https://www.americanpetrolog.com/about/,,verified,swl-internal,NOT_FOUND,low
American Rail Center,,info@americanrailcenter.com,(419) 661-9360,KENTON,OH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,https://www.americanrailcenter.com/,,verified,swl-internal,OPERATIONAL,high
American Rail Center,,info@americanrailcenter.com,,STONY RIDGE,OH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,https://www.americanrailcenter.com/transloading.html,dead_link,verified,swl-internal,OPERATIONAL,high
American Rail Center,,info@americanrailcenter.com,,TOLEDO,OH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,https://www.americanrailcenter.com/transloading.html,dead_link,verified,swl-internal,OPERATIONAL,high
American Rail Center,,info@americanrailcenter.com,,WALBRIDGE,OH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,unknown,https://www.americanrailcenter.com/transloading.html,dead_link,verified,swl-internal,NOT_FOUND,none
American Steel Processing,,,,CHIPLEY,FL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,,,listed,rebulk-directory (Florida Gulf & Atlantic Railroad (FGA)),,
American Transloading Services,,,,BLUE ISLAND,IL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://americantransloading.com/,,listed,rebulk-directory (IHB),,
"American Warehouse, LLC",,,,DENVER,CO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,,,listed,bnsf-premier-flipbook,,
Americold,,,,FAIRFIELD,OH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/,,listed,rebulk-directory (CSX),,
Americold,,,,NAPOLEON,OH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/,,listed,rebulk-directory (Michigan Southern Railroad (MSO)),,
Americold Benson,,,,BENSON,NC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/facilities/benson/,,listed,rebulk-directory (CSX),,
Americold Goldsboro Commerce,,,,GOLDSBORO,NC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/facilities/goldsboro-commerce/,,listed,rebulk-directory (NS),,
Americold Logistics,,,,CARTHAGE,MO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/facilities/carthage/,,listed,rebulk-directory (G&W MNA),,
Americold Logistics,Nordic Cold Storage,,,COLUMBUS,OH,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/facilities/columbus/,,listed,rebulk-directory (NS),,
Americold Logistics LLC,,,,NEWPORT,MN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/facilities/newport/,,listed,rebulk-directory (BNSF),,
Americold Logistics LLC,,,,FREMONT,NE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unknown,https://www.americold.com/facilities/fremont/,,listed,rebulk-directory (BNSF),,
